pl_name,pl_orbper,pl_rade,st_teff,pl_orbsmax,pl_insol,pl_eqt,log_orbper,log_insol,radius_earth_ratio,hz_proximity,habitable
Kepler-1130 d,4.27226421,0.64,5450.0,0.0506,218.63,981.0,1.6624599116500707,5.391944312326661,0.64,0.0,0
Kepler-1130 d,4.27225316,0.65,5406.0,0.0507,229.76,993.0,1.6624578157741547,5.441378209388689,0.65,0.0,0
Kepler-1130 d,4.27225316,0.65,5406.0,0.0507,229.76,993.0,1.6624578157741547,5.441378209388689,0.65,0.0,0
Kepler-1130 d,4.27225316,0.65,5406.0,0.0507,229.76,993.0,1.6624578157741547,5.441378209388689,0.65,0.0,0
Kepler-1131 b,3.53232449,1.44,5957.0,0.0458,471.7,1189.0,1.5112349403378376,6.158460937799191,1.44,0.0,0
Kepler-1131 b,3.53232429,1.43,5761.0,0.0459,427.65,1159.0,1.5112348962103692,6.060640735124765,1.43,0.0,0
Kepler-1131 b,3.53232449,1.44,5957.0,0.0458,471.7,1189.0,1.5112349403378376,6.158460937799191,1.44,0.0,0
Kepler-1131 b,3.53232449,1.44,5957.0,0.0458,471.7,1189.0,1.5112349403378376,6.158460937799191,1.44,0.0,0
Kepler-1132 b,62.8917493,2.5,5052.0,0.2881,5.13,384.0,4.157190234111084,1.81319474994812,2.5,0.0,0
Kepler-1132 b,62.8916228,2.06,5314.0,0.2867,4.49,371.0,4.157188254197768,1.7029282555214393,2.06,0.0,0
Kepler-1132 b,62.8916228,2.06,5314.0,0.2867,4.49,371.0,4.157188254197768,1.7029282555214393,2.06,0.0,0
Kepler-1132 b,62.8916228,2.06,5314.0,0.2867,4.49,371.0,4.157188254197768,1.7029282555214393,2.06,0.0,0
Kepler-1133 b,11.55562343,1.72,5627.0,0.0959,63.69,720.0,2.530168647290713,4.169606630055894,1.72,0.0,0
Kepler-1133 b,11.55562343,1.72,5627.0,0.0959,63.69,720.0,2.530168647290713,4.169606630055894,1.72,0.0,0
Kepler-1133 b,11.55562343,1.72,5627.0,0.0959,63.69,720.0,2.530168647290713,4.169606630055894,1.72,0.0,0
Kepler-1133 b,11.55562042,2.11,5420.0,0.0983,57.75,703.0,2.5301684075574666,4.073291153024268,2.11,0.0,0
Kepler-1134 b,17.13263989,2.6,5489.0,0.1243,33.48,613.0,2.8977136231022738,3.5403794457954922,2.6,0.0,0
Kepler-1134 b,17.13263989,2.6,5489.0,0.1243,33.48,613.0,2.8977136231022738,3.5403794457954922,2.6,0.0,0
Kepler-1134 b,17.13263125,2.31,5477.0,0.1242,32.91,611.0,2.8977131466133503,3.523709956137547,2.31,0.0,0
Kepler-1134 b,17.13263989,2.6,5489.0,0.1243,33.48,613.0,2.8977136231022738,3.5403794457954922,2.6,0.0,0
Kepler-1135 b,76.957857,1.99,5878.0,0.3436,9.81,451.0,4.356168385805927,2.3804716316511167,1.99,0.0,0
Kepler-1135 b,76.957056,2.09,5878.0,0.3436,9.81,451.0,4.35615811097096,2.3804716316511167,2.09,0.0,0
Kepler-1135 b,76.957857,1.99,5878.0,0.3436,9.81,451.0,4.356168385805927,2.3804716316511167,1.99,0.0,0
Kepler-1135 b,76.957857,1.99,5878.0,0.3436,9.81,451.0,4.356168385805927,2.3804716316511167,1.99,0.0,0
Kepler-1136 b,2.361724329,1.54,4478.0,0.0299,170.59,922.0,1.2124540354913032,5.14510791029753,1.54,0.0,0
Kepler-1136 b,2.361724329,1.54,4478.0,0.0299,170.59,922.0,1.2124540354913032,5.14510791029753,1.54,0.0,0
Kepler-1136 b,2.361724329,1.54,4478.0,0.0299,170.59,922.0,1.2124540354913032,5.14510791029753,1.54,0.0,0
Kepler-1136 b,2.361724472,1.53,4478.0,0.0299,170.59,922.0,1.212454078028996,5.14510791029753,1.53,0.0,0
Kepler-1137 b,23.9210408,3.01,7121.0,0.1871,255.65,1020.0,3.215712458697172,5.547713289006312,3.01,0.0,0
Kepler-1137 b,23.9210791,2.23,7143.0,0.1847,217.61,980.0,3.2157139955499416,5.387289320350301,2.23,0.0,0
Kepler-1137 b,23.9210791,2.23,7143.0,0.1847,217.61,980.0,3.2157139955499416,5.387289320350301,2.23,0.0,0
Kepler-1137 b,23.9210791,2.23,7143.0,0.1847,217.61,980.0,3.2157139955499416,5.387289320350301,2.23,0.0,0
Kepler-1138 b,3.17060005,1.66,5725.0,0.0394,489.46,1200.0,1.4280599223410408,6.195343726240734,1.66,0.0,0
Kepler-1138 b,3.17060005,1.66,5725.0,0.0394,489.46,1200.0,1.4280599223410408,6.195343726240734,1.66,0.0,0
Kepler-1138 b,3.17059731,1.69,5431.0,0.0415,321.28,1080.0,1.4280592653610218,5.775420732908995,1.69,0.0,0
Kepler-1138 b,3.17060005,1.66,5725.0,0.0394,489.46,1200.0,1.4280599223410408,6.195343726240734,1.66,0.0,0
Kepler-1139 b,0.813166719,1.03,5285.0,0.0163,1598.83,1613.0,0.5950748850738372,7.377652652582942,1.03,0.0,0
Kepler-1139 b,0.813166719,1.03,5285.0,0.0163,1598.83,1613.0,0.5950748850738372,7.377652652582942,1.03,0.0,0
Kepler-1139 b,0.813166719,1.03,5285.0,0.0163,1598.83,1613.0,0.5950748850738372,7.377652652582942,1.03,0.0,0
Kepler-1139 b,0.813166357,1.14,5237.0,0.0165,1945.44,1693.0,0.5950746854231198,7.573757342018527,1.14,0.0,0
Kepler-114 b,5.188563677,1.0,3980.0,0.0484,27.95,586.0,1.8227030205143653,3.3655702040190043,1.0,0.0,0
Kepler-114 b,5.188561757,1.0,3983.0,0.0484,28.04,587.0,1.8227027102646212,3.3686741899565953,1.0,0.0,0
Kepler-114 b,5.188561757,1.0,3983.0,0.0484,28.04,587.0,1.8227027102646212,3.3686741899565953,1.0,0.0,0
Kepler-114 b,5.188561757,1.0,3983.0,0.0484,28.04,587.0,1.8227027102646212,3.3686741899565953,1.0,0.0,0
Kepler-114 c,8.041331208,1.28,3983.0,0.0648,15.64,507.0,2.2018064210848847,2.8118094353930627,1.28,0.0,0
Kepler-114 c,8.041331208,1.28,3983.0,0.0648,15.64,507.0,2.2018064210848847,2.8118094353930627,1.28,0.0,0
Kepler-114 c,8.041347775,1.29,3980.0,0.0648,15.59,507.0,2.20180825344612,2.808800104202353,1.29,0.0,0
Kepler-114 c,8.041331208,1.28,3983.0,0.0648,15.64,507.0,2.2018064210848847,2.8118094353930627,1.28,0.0,0
Kepler-114 d,11.776138457,2.05,3983.0,0.0835,9.42,447.0,2.5475792481270005,2.343727036325221,2.05,0.0,0
Kepler-114 d,11.776132317,2.08,3980.0,0.0836,9.37,446.0,2.5475787675434893,2.3389170222414357,2.08,0.0,0
Kepler-114 d,11.776138457,2.05,3983.0,0.0835,9.42,447.0,2.5475792481270005,2.343727036325221,2.05,0.0,0
Kepler-114 d,11.776138457,2.05,3983.0,0.0835,9.42,447.0,2.5475792481270005,2.343727036325221,2.05,0.0,0
Kepler-1140 b,24.08632177,2.78,4973.0,0.1478,14.78,500.0,3.2223227481964556,2.7587433154177283,2.78,0.0,0
Kepler-1140 b,24.0862707,2.93,4973.0,0.1478,14.78,500.0,3.222320712423637,2.7587433154177283,2.93,0.0,0
Kepler-1140 b,24.0862707,2.93,4973.0,0.1478,14.78,500.0,3.222320712423637,2.7587433154177283,2.93,0.0,0
Kepler-1140 b,24.0862707,2.93,4973.0,0.1478,14.78,500.0,3.222320712423637,2.7587433154177283,2.93,0.0,0
Kepler-1141 b,2.344511944,0.86,5915.0,0.0342,1164.46,1490.0,1.207320776806307,7.060871137852546,0.86,0.0,0
Kepler-1141 b,2.344512589,0.97,5821.0,0.0345,1106.25,1471.0,1.207320969659539,7.009634742803308,0.97,0.0,0
Kepler-1141 b,2.344511944,0.86,5915.0,0.0342,1164.46,1490.0,1.207320776806307,7.060871137852546,0.86,0.0,0
Kepler-1141 b,2.344511944,0.86,5915.0,0.0342,1164.46,1490.0,1.207320776806307,7.060871137852546,0.86,0.0,0
Kepler-1142 b,18.3027235,2.72,5528.0,0.1343,156.71,902.0,2.9602461999448346,5.060757903499466,2.72,0.0,0
Kepler-1142 b,18.3027248,1.22,5692.0,0.1274,37.04,629.0,2.960246267292842,3.6386382376771897,1.22,0.0,0
Kepler-1142 b,18.3027248,1.22,5692.0,0.1274,37.04,629.0,2.960246267292842,3.6386382376771897,1.22,0.0,0
Kepler-1142 b,18.3027248,1.22,5692.0,0.1274,37.04,629.0,2.960246267292842,3.6386382376771897,1.22,0.0,0
Kepler-1143 b,2.888904849,1.47,4905.0,0.0347,200.11,959.0,1.3581275881733443,5.303852022046511,1.47,0.0,0
Kepler-1143 b,2.888904849,1.47,4905.0,0.0347,200.11,959.0,1.3581275881733443,5.303852022046511,1.47,0.0,0
Kepler-1143 b,2.888904439,1.68,4895.0,0.0371,215.06,976.0,1.3581274827452,5.375556146888839,1.68,0.0,0
Kepler-1143 b,2.888904849,1.47,4905.0,0.0347,200.11,959.0,1.3581275881733443,5.303852022046511,1.47,0.0,0
Kepler-1143 c,210.630591,3.21,4905.0,0.605,0.66,230.0,5.354842259478207,0.5068176023684519,3.21,0.5411764705882353,0
Kepler-1143 c,210.630591,3.21,4905.0,0.605,0.66,230.0,5.354842259478207,0.5068176023684519,3.21,0.5411764705882353,0
Kepler-1143 c,210.631486,3.23,4895.0,0.6477,0.71,234.0,5.354846488536507,0.5364933705145685,3.23,0.5999999999999999,0
Kepler-1144 b,17.14648756,3.64,5559.0,0.1291,102.24,811.0,2.8984770191178804,4.637056374850413,3.64,0.0,0
Kepler-1144 b,17.14647302,1.81,5978.0,0.1264,52.3,686.0,2.898476217860569,3.975936331171799,1.81,0.0,0
Kepler-1144 b,17.14647302,1.81,5978.0,0.1264,52.3,686.0,2.898476217860569,3.975936331171799,1.81,0.0,0
Kepler-1144 b,17.14647302,1.81,5978.0,0.1264,52.3,686.0,2.898476217860569,3.975936331171799,1.81,0.0,0
Kepler-1145 b,3.97076766,1.45,5178.0,0.0443,198.43,957.0,1.6035742869335274,5.295463297565131,1.45,0.0,0
Kepler-1145 b,3.97076766,1.45,5178.0,0.0443,198.43,957.0,1.6035742869335274,5.295463297565131,1.45,0.0,0
Kepler-1145 b,3.97076603,1.6,5178.0,0.0443,198.43,958.0,1.6035739590163165,5.295463297565131,1.6,0.0,0
Kepler-1145 b,3.97076766,1.45,5178.0,0.0443,198.43,957.0,1.6035742869335274,5.295463297565131,1.45,0.0,0
Kepler-1146 b,2.352273912,1.29,4816.0,0.0325,255.03,1019.0,1.2096388952717203,5.545294625113644,1.29,0.0,0
Kepler-1146 b,2.352265797,1.35,4816.0,0.0324,262.82,1027.0,1.2096364745238832,5.575267052420774,1.35,0.0,0
Kepler-1146 b,2.352265797,1.35,4816.0,0.0324,262.82,1027.0,1.2096364745238832,5.575267052420774,1.35,0.0,0
Kepler-1146 b,2.352265797,1.35,4816.0,0.0324,262.82,1027.0,1.2096364745238832,5.575267052420774,1.35,0.0,0
Kepler-1147 b,10.62784997,2.3,6082.0,0.0961,136.34,871.0,2.453403080136612,4.9224596031925305,2.3,0.0,0
Kepler-1147 b,10.62784997,2.3,6082.0,0.0961,136.34,871.0,2.453403080136612,4.9224596031925305,2.3,0.0,0
Kepler-1147 b,10.62788695,1.87,6082.0,0.0961,136.34,872.0,2.4534062604271463,4.9224596031925305,1.87,0.0,0
Kepler-1147 b,10.62784997,2.3,6082.0,0.0961,136.34,871.0,2.453403080136612,4.9224596031925305,2.3,0.0,0
Kepler-1148 b,1.104463509,1.64,5002.0,0.0188,898.79,1396.0,0.7440605695675846,6.802161402764519,1.64,0.0,0
Kepler-1148 b,1.104462494,1.6,5002.0,0.0188,898.79,1397.0,0.7440600872592716,6.802161402764519,1.6,0.0,0
Kepler-1148 b,1.104463509,1.64,5002.0,0.0188,898.79,1396.0,0.7440605695675846,6.802161402764519,1.64,0.0,0
Kepler-1148 b,1.104463509,1.64,5002.0,0.0188,898.79,1396.0,0.7440605695675846,6.802161402764519,1.64,0.0,0
Kepler-1149 b,3.73089898,1.27,5830.0,0.0466,365.36,1115.0,1.554115243641498,5.903616456534786,1.27,0.0,0
Kepler-1149 b,3.73090026,1.48,5709.0,0.0473,383.51,1128.0,1.5541155142031464,5.951969796409842,1.48,0.0,0
Kepler-1149 b,3.73089898,1.27,5830.0,0.0466,365.36,1115.0,1.554115243641498,5.903616456534786,1.27,0.0,0
Kepler-1149 b,3.73089898,1.27,5830.0,0.0466,365.36,1115.0,1.554115243641498,5.903616456534786,1.27,0.0,0
Kepler-115 b,2.403643296,0.99,5977.0,0.0351,1071.38,1459.0,1.2248464155610832,6.977635756430343,0.99,0.0,0
Kepler-115 b,2.403643296,0.99,5977.0,0.0351,1071.38,1459.0,1.2248464155610832,6.977635756430343,0.99,0.0,0
Kepler-115 b,2.403643296,0.99,5977.0,0.0351,1071.38,1459.0,1.2248464155610832,6.977635756430343,0.99,0.0,0
Kepler-115 b,2.403640701,1.24,5881.0,0.0355,1164.85,1489.0,1.2248456531424738,7.061205713695002,1.24,0.0,0
Kepler-115 c,8.99088871,2.31,5977.0,0.0847,183.99,939.0,2.3016735486637194,5.220301769563298,2.31,0.0,0
Kepler-115 c,8.99088621,2.78,5881.0,0.0856,200.35,960.0,2.301673298435698,5.305044687297463,2.78,0.0,0
Kepler-115 c,8.99088871,2.31,5977.0,0.0847,183.99,939.0,2.3016735486637194,5.220301769563298,2.31,0.0,0
Kepler-115 c,8.99088871,2.31,5977.0,0.0847,183.99,939.0,2.3016735486637194,5.220301769563298,2.31,0.0,0
Kepler-1150 b,2.787868386,2.41,4827.0,0.0382,993.06,1432.0,1.3318034297360504,6.90179756700789,2.41,0.0,0
Kepler-1150 b,2.787868386,2.41,4827.0,0.0382,993.06,1432.0,1.3318034297360504,6.90179756700789,2.41,0.0,0
Kepler-1150 b,2.787874175,2.33,4827.0,0.0382,993.06,1432.0,1.3318049580350793,6.90179756700789,2.33,0.0,0
Kepler-1150 b,2.787868386,2.41,4827.0,0.0382,993.06,1432.0,1.3318034297360504,6.90179756700789,2.41,0.0,0
Kepler-1151 b,65.6478424,2.49,5788.0,0.3007,10.24,456.0,4.199422674007707,2.419478844465545,2.49,0.0,0
Kepler-1151 b,65.6478424,2.49,5788.0,0.3007,10.24,456.0,4.199422674007707,2.419478844465545,2.49,0.0,0
Kepler-1151 b,65.6478424,2.49,5788.0,0.3007,10.24,456.0,4.199422674007707,2.419478844465545,2.49,0.0,0
Kepler-1151 b,65.6480892,3.93,5565.0,0.3197,13.04,485.0,4.199426377046457,2.641910398597665,3.93,0.0,0
Kepler-1152 b,1.646801908,0.91,3900.0,0.0225,117.94,840.0,0.9733520840259927,4.778619164278448,0.91,0.0,0
Kepler-1152 b,1.646801908,0.91,3900.0,0.0225,117.94,840.0,0.9733520840259927,4.778619164278448,0.91,0.0,0
Kepler-1152 b,1.646801908,0.91,3900.0,0.0225,117.94,840.0,0.9733520840259927,4.778619164278448,0.91,0.0,0
Kepler-1152 b,1.646801683,0.86,3810.0,0.0223,99.8,806.0,0.9733519990177384,4.613138355637268,0.86,0.0,0
Kepler-1153 b,1.755835327,1.68,5575.0,0.0277,783.72,1349.0,1.013720600640577,6.66532696625606,1.68,0.0,0
Kepler-1153 b,1.755835327,1.68,5575.0,0.0277,783.72,1349.0,1.013720600640577,6.66532696625606,1.68,0.0,0
Kepler-1153 b,1.755835327,1.68,5575.0,0.0277,783.72,1349.0,1.013720600640577,6.66532696625606,1.68,0.0,0
Kepler-1153 b,1.755843555,1.94,5569.0,0.0277,771.02,1343.0,1.0137235863007275,6.6490104564249535,1.94,0.0,0
Kepler-1154 b,5.1856142,1.67,6163.0,0.0604,369.66,1118.0,1.822226305683663,5.915285200369164,1.67,0.0,0
Kepler-1154 b,5.18560081,2.34,6172.0,0.0631,705.79,1314.0,1.8222241409811677,6.560733592071543,2.34,0.0,0
Kepler-1154 b,5.1856142,1.67,6163.0,0.0604,369.66,1118.0,1.822226305683663,5.915285200369164,1.67,0.0,0
Kepler-1154 b,5.1856142,1.67,6163.0,0.0604,369.66,1118.0,1.822226305683663,5.915285200369164,1.67,0.0,0
Kepler-1154 c,8.45808312,1.67,6163.0,0.0837,192.5,950.0,2.246869732510409,5.2652775124698366,1.67,0.0,0
Kepler-1154 c,8.45808312,1.67,6163.0,0.0837,192.5,950.0,2.246869732510409,5.2652775124698366,1.67,0.0,0
Kepler-1154 c,8.45808312,1.67,6163.0,0.0837,192.5,950.0,2.246869732510409,5.2652775124698366,1.67,0.0,0
Kepler-1154 c,8.45805119,2.52,6172.0,0.0875,367.05,1117.0,2.2468663565563713,5.9082187985047145,2.52,0.0,0
Kepler-1155 b,33.4698571,2.45,5912.0,0.2006,32.52,609.0,3.540085234886296,3.5121422756138823,2.45,0.0,0
Kepler-1155 b,33.469743,2.15,5912.0,0.2006,32.52,609.0,3.540081924742349,3.5121422756138823,2.15,0.0,0
Kepler-1155 b,33.469743,2.15,5912.0,0.2006,32.52,609.0,3.540081924742349,3.5121422756138823,2.15,0.0,0
Kepler-1155 b,33.469743,2.15,5912.0,0.2006,32.52,609.0,3.540081924742349,3.5121422756138823,2.15,0.0,0
Kepler-1156 b,11.89520511,1.25,6061.0,0.1025,102.66,812.0,2.556855545371987,4.641116312761561,1.25,0.0,0
Kepler-1156 b,11.89520436,1.33,5649.0,0.0994,90.77,787.0,2.556855487210832,4.519285446830922,1.33,0.0,0
Kepler-1156 b,11.89520511,1.25,6061.0,0.1025,102.66,812.0,2.556855545371987,4.641116312761561,1.25,0.0,0
Kepler-1156 b,11.89520511,1.25,6061.0,0.1025,102.66,812.0,2.556855545371987,4.641116312761561,1.25,0.0,0
Kepler-1157 b,4.45743164,0.96,4487.0,0.0448,67.7,732.0,1.6969782834816984,4.229749199228304,0.96,0.0,0
Kepler-1157 b,4.45743164,0.96,4487.0,0.0448,67.7,732.0,1.6969782834816984,4.229749199228304,0.96,0.0,0
Kepler-1157 b,4.45743267,0.79,4487.0,0.0448,67.7,732.0,1.6969784722151486,4.229749199228304,0.79,0.0,0
Kepler-1157 b,4.45743164,0.96,4487.0,0.0448,67.7,732.0,1.6969782834816984,4.229749199228304,0.96,0.0,0
Kepler-1158 b,13.5396293,1.55,6398.0,0.1174,194.5,952.0,2.676877976594671,5.27556037942542,1.55,0.0,0
Kepler-1158 b,13.5396293,1.55,6398.0,0.1174,194.5,952.0,2.676877976594671,5.27556037942542,1.55,0.0,0
Kepler-1158 b,13.53953595,2.32,6109.0,0.1246,320.19,1079.0,2.6768715561902887,5.772032848337646,2.32,0.0,0
Kepler-1158 b,13.5396293,1.55,6398.0,0.1174,194.5,952.0,2.676877976594671,5.27556037942542,1.55,0.0,0
Kepler-1159 b,22.70816791,1.82,6170.0,0.1603,49.67,677.0,3.165819626319948,3.9253340194878183,1.82,0.0,0
Kepler-1159 b,22.70816791,1.82,6170.0,0.1603,49.67,677.0,3.165819626319948,3.9253340194878183,1.82,0.0,0
Kepler-1159 b,22.7082375,1.72,6170.0,0.1603,49.67,677.0,3.1658225615909537,3.9253340194878183,1.72,0.0,0
Kepler-1159 b,22.70816791,1.82,6170.0,0.1603,49.67,677.0,3.165819626319948,3.9253340194878183,1.82,0.0,0
Kepler-116 b,5.968717469,2.78,6484.0,0.0684,465.23,1184.0,1.941431200523936,6.14467907459563,2.78,0.0,0
Kepler-116 b,5.968717469,2.78,6484.0,0.0684,465.23,1184.0,1.941431200523936,6.14467907459563,2.78,0.0,0
Kepler-116 b,5.968717469,2.78,6484.0,0.0684,465.23,1184.0,1.941431200523936,6.14467907459563,2.78,0.0,0
Kepler-116 b,5.968724048,3.26,6122.0,0.067,579.9,1251.0,1.9414321445996463,6.364578624998487,3.26,0.0,0
Kepler-116 c,13.071489,1.85,6484.0,0.1153,163.73,912.0,2.6441506935297525,5.104307769958891,1.85,0.0,0
Kepler-116 c,13.07141889,2.47,6122.0,0.113,203.87,964.0,2.6441457111021887,5.3223756316411075,2.47,0.0,0
Kepler-116 c,13.071489,1.85,6484.0,0.1153,163.73,912.0,2.6441506935297525,5.104307769958891,1.85,0.0,0
Kepler-116 c,13.071489,1.85,6484.0,0.1153,163.73,912.0,2.6441506935297525,5.104307769958891,1.85,0.0,0
Kepler-1160 b,7.97034958,1.97,5782.0,0.0755,118.57,842.0,2.193924647440631,4.7839019739314885,1.97,0.0,0
Kepler-1160 b,7.97034958,1.97,5782.0,0.0755,118.57,842.0,2.193924647440631,4.7839019739314885,1.97,0.0,0
Kepler-1160 b,7.97034958,1.97,5782.0,0.0755,118.57,842.0,2.193924647440631,4.7839019739314885,1.97,0.0,0
Kepler-1160 b,7.97033985,1.81,5774.0,0.0755,116.77,839.0,2.193923562755448,4.768733569853457,1.81,0.0,0
Kepler-1161 b,10.71252541,1.93,4083.0,0.077,11.3,468.0,2.4606588170392416,2.509599262378372,1.93,0.0,0
Kepler-1161 b,10.71253475,2.02,4175.0,0.0784,13.09,485.0,2.4606596144758277,2.645465325910589,2.02,0.0,0
Kepler-1161 b,10.71252541,1.93,4083.0,0.077,11.3,468.0,2.4606588170392416,2.509599262378372,1.93,0.0,0
Kepler-1161 b,10.71252541,1.93,4083.0,0.077,11.3,468.0,2.4606588170392416,2.509599262378372,1.93,0.0,0
Kepler-1162 b,32.5637069,2.22,5575.0,0.194,15.98,510.0,3.5134453313990823,2.8320361808832013,2.22,0.0,0
Kepler-1162 b,32.5637069,2.22,5575.0,0.194,15.98,510.0,3.5134453313990823,2.8320361808832013,2.22,0.0,0
Kepler-1162 b,32.5637069,2.22,5575.0,0.194,15.98,510.0,3.5134453313990823,2.8320361808832013,2.22,0.0,0
Kepler-1162 b,32.5635249,2.05,5225.0,0.19,13.63,490.0,3.513439908860565,2.683074215032033,2.05,0.0,0
Kepler-1162 c,59.284064,1.81,5225.0,0.2832,6.14,401.0,4.09906779019843,1.965712776351493,1.81,0.0,0
Kepler-1162 c,59.2841571,1.79,5575.0,0.2892,7.19,418.0,4.0990693345523095,2.102913897864978,1.79,0.0,0
Kepler-1162 c,59.2841571,1.79,5575.0,0.2892,7.19,418.0,4.0990693345523095,2.102913897864978,1.79,0.0,0
Kepler-1162 c,59.2841571,1.79,5575.0,0.2892,7.19,418.0,4.0990693345523095,2.102913897864978,1.79,0.0,0
Kepler-1163 b,6.11786898,0.88,6444.0,0.0679,413.9,1150.0,1.9626083800627343,6.028037527338822,0.88,0.0,0
Kepler-1163 b,6.11786898,0.88,6444.0,0.0679,413.9,1150.0,1.9626083800627343,6.028037527338822,0.88,0.0,0
Kepler-1163 b,6.11786898,0.88,6444.0,0.0679,413.9,1150.0,1.9626083800627343,6.028037527338822,0.88,0.0,0
Kepler-1163 b,6.11784972,1.05,6226.0,0.0685,509.24,1211.0,1.9626056741930265,6.2348812032617476,1.05,0.0,0
Kepler-1164 b,3.97599768,1.22,5211.0,0.0456,219.69,982.0,1.6046258891988274,5.396759001860069,1.22,0.0,0
Kepler-1164 b,3.97599768,1.22,5211.0,0.0456,219.69,982.0,1.6046258891988274,5.396759001860069,1.22,0.0,0
Kepler-1164 b,3.97599629,1.11,5143.0,0.0457,181.47,936.0,1.6046256098578222,5.206585775948444,1.11,0.0,0
Kepler-1164 b,3.97599768,1.22,5211.0,0.0456,219.69,982.0,1.6046258891988274,5.396759001860069,1.22,0.0,0
Kepler-1165 b,9.478522,1.43,6224.0,0.0905,192.33,950.0,2.349327638412804,5.264398573344411,1.43,0.0,0
Kepler-1165 b,9.478522,1.43,6224.0,0.0905,192.33,950.0,2.349327638412804,5.264398573344411,1.43,0.0,0
Kepler-1165 b,9.478522,1.43,6224.0,0.0905,192.33,950.0,2.349327638412804,5.264398573344411,1.43,0.0,0
Kepler-1165 b,9.47850818,1.47,6249.0,0.0914,189.14,946.0,2.349326319523641,5.247760642930884,1.47,0.0,0
Kepler-1165 c,29.9685917,1.91,6249.0,0.1969,40.76,644.0,3.4329735199127573,3.731938943574383,1.91,0.0,0
Kepler-1165 c,29.9686052,2.0,6224.0,0.1949,41.47,647.0,3.4329739558382,3.74879794432518,2.0,0.0,0
Kepler-1165 c,29.9686052,2.0,6224.0,0.1949,41.47,647.0,3.4329739558382,3.74879794432518,2.0,0.0,0
Kepler-1165 c,29.9686052,2.0,6224.0,0.1949,41.47,647.0,3.4329739558382,3.74879794432518,2.0,0.0,0
Kepler-1166 b,33.2407985,1.51,5382.0,0.1975,13.17,486.0,3.5334178716791884,2.6511270537025893,1.51,0.0,0
Kepler-1166 b,33.2406882,1.94,5605.0,0.1957,23.76,563.0,3.5334146503706187,3.2092294478163956,1.94,0.0,0
Kepler-1166 b,33.2406882,1.94,5605.0,0.1957,23.76,563.0,3.5334146503706187,3.2092294478163956,1.94,0.0,0
Kepler-1166 b,33.2406882,1.94,5605.0,0.1957,23.76,563.0,3.5334146503706187,3.2092294478163956,1.94,0.0,0
Kepler-1167 b,1.003933739,1.7,4949.0,0.0175,962.58,1421.0,0.6951121183047225,6.870655515025111,1.7,0.0,0
Kepler-1167 b,1.003933739,1.7,4949.0,0.0175,962.58,1421.0,0.6951121183047225,6.870655515025111,1.7,0.0,0
Kepler-1167 b,1.003933739,1.7,4949.0,0.0175,962.58,1421.0,0.6951121183047225,6.870655515025111,1.7,0.0,0
Kepler-1167 b,1.003931703,1.6,4949.0,0.0175,962.58,1419.0,0.695111102302549,6.870655515025111,1.6,0.0,0
Kepler-1168 b,55.8226539,2.21,5167.0,0.2661,4.89,379.0,4.039935082480668,1.7732559976634952,2.21,0.0,0
Kepler-1168 b,55.8224775,2.13,5162.0,0.2663,4.85,379.0,4.039931978080192,1.766441661243765,2.13,0.0,0
Kepler-1168 b,55.8226539,2.21,5167.0,0.2661,4.89,379.0,4.039935082480668,1.7732559976634952,2.21,0.0,0
Kepler-1168 b,55.8226539,2.21,5167.0,0.2661,4.89,379.0,4.039935082480668,1.7732559976634952,2.21,0.0,0
Kepler-1169 b,6.11009134,0.99,5971.0,0.0681,376.57,1123.0,1.9615150904274274,5.933755981962552,0.99,0.0,0
Kepler-1169 b,6.11009134,0.99,5971.0,0.0681,376.57,1123.0,1.9615150904274274,5.933755981962552,0.99,0.0,0
Kepler-1169 b,6.11009134,0.99,5971.0,0.0681,376.57,1123.0,1.9615150904274274,5.933755981962552,0.99,0.0,0
Kepler-1169 b,6.11010439,0.93,6213.0,0.0709,378.84,1125.0,1.961516925845202,5.939750111421303,0.93,0.0,0
Kepler-117 b,18.79590048,6.04,6466.0,0.1473,100.91,808.0,2.985474869798765,4.6240900708406025,6.04,0.0,0
Kepler-117 b,18.79591276,7.39,6163.0,0.1431,124.64,852.0,2.98547549012903,4.833420674670446,7.39,0.0,0
Kepler-117 b,18.79590048,6.04,6466.0,0.1473,100.91,808.0,2.985474869798765,4.6240900708406025,6.04,0.0,0
Kepler-117 b,18.79590048,6.04,6466.0,0.1473,100.91,808.0,2.985474869798765,4.6240900708406025,6.04,0.0,0
Kepler-117 c,50.79034648,10.6,6163.0,0.2776,33.12,612.0,3.9472037705080343,3.5298837226234783,10.6,0.0,0
Kepler-117 c,50.79034619,9.16,6466.0,0.2858,26.8,580.0,3.947203764908535,3.3250360206965914,9.16,0.0,0
Kepler-117 c,50.79034619,9.16,6466.0,0.2858,26.8,580.0,3.947203764908535,3.3250360206965914,9.16,0.0,0
Kepler-117 c,50.79034619,9.16,6466.0,0.2858,26.8,580.0,3.947203764908535,3.3250360206965914,9.16,0.0,0
Kepler-1170 b,9.98969327,2.6,5256.0,0.0882,58.03,704.0,2.3969578581079336,4.078045789252598,2.6,0.0,0
Kepler-1170 b,9.98970266,2.48,5265.0,0.088,58.26,705.0,2.3969587125445186,4.081934542145419,2.48,0.0,0
Kepler-1170 b,9.98969327,2.6,5256.0,0.0882,58.03,704.0,2.3969578581079336,4.078045789252598,2.6,0.0,0
